,Chandigarh,Delhi,HARYANA,HIMACHAL PRADESH,Jammu & Kashmir,Ladakh,PUNJAB,RAJASTHAN,UTTAR PRADESH,Uttarakhand,Northern Region,Chhattisgarh,GUJARAT,MADHYA PRADESH,MAHARASHTRA,Daman & Diu,Dadra & Nagar Haveli,Goa,Western Region,ANDHRA PRADESH,TELANGANA,KARNATAKA,Kerala,Tamil Nadu,Puducherry,Southern Region,BIHAR,Jharkhand,ORISSA,West Bengal,Sikkim,Eastern Region,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,North-Eastern Region,All India
2021-01-01,0.0,0.0,0.08,0.0,0.0,,2.73,26.16,4.32,0.38,33.67,0.1,13.36,9.23,5.9,0.0,0.0,0.0,28.59,11.67,15.2,33.05,0.4,17.5,0.0,77.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.08000000000000
2021-01-02,0.0,0.0,0.04,0.0,0.0,,1.16,17.31,4.4,0.27,23.18,0.8,13.45,8.8,5.8,0.0,0.0,0.0,28.85,10.27,16.77,31.01,0.38,14.1,0.0,72.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.56
2021-01-03,0.0,0.0,0.04,0.0,0.0,,1.23,17.09,3.43,0.15,21.94,0.9,12.64,7.64,6.1,0.0,0.0,0.0,27.28,12.23,17.74,31.62,0.39,10.7,0.0,72.68000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.9
2021-01-04,0.0,0.0,0.07,0.0,0.0,,1.26,12.17,2.84,0.36,16.7,0.7,11.670000000000000,7.48,3.3,0.0,0.0,0.0,23.15,13.740000000000000,19.57,36.96,0.38,8.5,0.0,79.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
2021-01-05,0.0,0.0,0.03,0.0,0.0,,0.87,5.640000000000000,0.39,0.23,7.160000000000000,0.9,11.61,6.680000000000000,4.4,0.0,0.0,0.0,23.590000000000000,8.38,17.76,33.7,0.43,12.5,0.0,72.77000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.52
2021-01-06,0.0,0.0,0.03,0.03,0.0,,0.78,17.97,5.200000000000000,0.23,24.24,0.1,14.56,9.31,5.7,0.0,0.0,0.0,29.67,5.08,7.4,18.16,0.34,11.9,0.0,42.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.79
2021-01-07,0.0,0.0,0.03,0.05,0.0,,1.45,24.96,3.23,0.54,30.26,0.1,14.79,8.06,4.2,0.0,0.0,0.0,27.15,7.58,9.7,15.07,0.39,10.0,0.0,42.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.15
2021-01-08,0.0,0.0,0.06,0.0,0.0,,2.02,28.03,3.67,0.54,34.32,0.0,15.28,10.41,4.1,0.0,0.0,0.0,29.79,12.35,15.83,25.5,0.33,10.2,0.0,64.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.32
2021-01-09,0.0,0.0,0.07,0.0,0.0,,1.31,20.89,2.35,0.52,25.14,0.1,14.58,3.17,4.6,0.0,0.0,0.0,22.450000000000000,9.84,19.21,20.31,0.29,9.4,0.0,59.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.64
2021-01-10,0.0,0.0,0.1,0.0,0.0,,2.53,28.07,4.86,0.15,35.71,0.8,13.52,4.84,6.6,0.0,0.0,0.0,25.76,11.75,18.61,35.97,0.41,8.9,0.0,75.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.11
2021-01-11,0.0,0.0,0.11,0.0,0.0,,2.55,31.050000000000000,4.76,0.21,38.68,0.8,15.0,10.18,7.3,0.0,0.0,0.0,33.28,9.67,16.87,27.3,0.27,6.5,0.0,60.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.57
2021-01-12,0.0,0.0,0.1,0.0,0.0,,2.28,31.42,6.86,0.18,40.84,0.7,15.7,12.63,6.6,0.0,0.0,0.0,35.630000000000000,12.3,15.84,32.28,0.25,6.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.14
2021-01-13,0.0,0.0,0.12,0.0,0.0,,2.0,31.89,5.94,0.51,40.46,1.0,15.23,13.71,7.0,0.0,0.0,0.0,36.94,12.06,16.83,36.54,0.26,4.3,0.0,69.99000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.39
2021-01-14,0.0,0.0,0.09,0.0,0.0,,1.03,24.520000000000000,5.240000000000000,0.43,31.31,0.2,14.02,13.74,7.3,0.0,0.0,0.0,35.26,14.44,18.91,37.25,0.34,5.1,0.0,76.04000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.61
2021-01-15,0.0,0.0,0.09,0.0,0.0,,1.41,28.42,5.34,0.4,35.660000000000000,0.2,14.05,12.12,6.7,0.0,0.0,0.0,33.07,14.93,18.68,41.35,0.37,7.5,0.0,82.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.56
2021-01-16,0.0,0.0,0.07,0.0,0.0,,1.5,28.520000000000000,5.56,0.43,36.080000000000000,0.1,13.79,12.13,6.4,0.0,0.0,0.0,32.42,13.22,17.36,38.52,0.4,9.2,0.0,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.2
2021-01-17,0.0,0.0,0.08,0.0,0.0,,1.93,29.200000000000000,3.41,0.18,34.8,0.1,13.92,10.82,5.8,0.0,0.0,0.0,30.64,15.09,19.3,44.31,0.42,16.3,0.0,95.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.86
2021-01-18,0.0,0.0,0.08,0.0,0.0,,1.81,8.83,3.91,0.37,15.0,0.9,15.18,9.85,6.1,0.0,0.0,0.0,32.03,13.8,18.25,47.71,0.3,21.0,0.0,101.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.09000000000000
2021-01-19,0.0,0.0,0.08,0.0,0.0,,1.22,21.55,5.44,0.58,28.87,0.7,14.17,10.85,6.4,0.0,0.0,0.0,32.12,14.7,19.63,43.07,0.3,19.5,0.0,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.19
2021-01-20,0.0,0.0,0.09,0.0,0.0,,2.07,28.93,5.76,0.24,37.09,0.7,14.26,12.42,6.6,0.0,0.0,0.0,33.98,15.760000000000000,20.12,44.120000000000000,0.41,15.1,0.0,95.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.58000000000000
2021-01-21,0.0,0.0,0.14,0.0,0.0,,2.93,30.79,6.69,0.3,40.85,1.0,13.71,13.63,6.8,0.0,0.0,0.0,35.14,15.46,18.92,39.68,0.41,15.3,0.0,89.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.76
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,0.0,0.0,0.1,0.0,0.0,,1.84,23.51,4.84,0.45,30.74,0.2,13.76,13.13,6.9,0.0,0.0,0.0,33.99,14.87,18.56,40.97,0.37,16.2,0.0,90.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.70000000000000
2021-01-24,0.0,0.0,0.06,0.0,0.0,,1.36,29.29,4.8100000000000000,0.31,35.830000000000000,0.1,16.14,12.22,7.0,0.0,0.0,0.0,35.46,14.65,20.14,43.11,0.36,18.7,0.0,96.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.25
2021-01-25,0.0,0.0,0.09,0.0,0.0,,2.77,30.32,3.08,0.2,36.46,0.1,16.16,11.56,7.0,0.0,0.0,0.0,34.82,23.55,20.13,44.89,0.4,19.5,0.0,108.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.75
2021-01-26,0.0,0.0,0.14,0.07,0.0,,3.04,31.17,3.23,0.14,37.79,0.7,16.58,11.53,6.8,0.0,0.0,0.0,35.61000000000000,23.88,20.09,45.47,0.43,19.3,0.0,109.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.57
2021-01-27,0.0,0.0,0.15,0.0,0.0,,3.23,30.82,5.11,0.2,39.510000000000000,0.7,16.19,13.490000000000000,7.4,0.0,0.0,0.0,37.78,21.54,18.48,44.34,0.39,18.9,0.0,103.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.94
2021-01-28,0.0,0.0,0.14,0.0,0.0,,3.01,30.6,4.93,0.4,39.08,0.7,16.49,12.45,7.0,0.0,0.0,0.0,36.64,21.74,17.9,43.06,0.43,18.6,0.0,101.73000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.45000000000000
2021-01-29,0.0,0.0,0.14,0.0,0.0,,3.27,31.3,4.73,0.45,39.89,0.4,16.69,13.670000000000000,6.9,0.0,0.0,0.0,37.66,21.42,19.53,41.07,0.42,14.1,0.0,96.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.09000000000000
2021-01-30,0.0,0.0,0.15,0.0,0.0,,3.41,31.51,6.780000000000000,0.49,42.34,0.0,15.98,14.06,7.3,0.0,0.0,0.0,37.34,22.89,17.81,40.52,0.41,16.2,0.0,97.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.51
2021-01-31,0.0,0.0,0.14,0.0,0.0,,3.72,31.56,7.49,0.37,43.28,0.2,15.0,14.1,6.8,0.0,0.0,0.0,36.1,22.17,16.7,41.44,0.41,17.3,0.0,98.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.40000000000000
2021-02-01,0.0,0.0,0.14,0.0,0.0,,2.97,30.72,7.4,0.47,41.7,0.1,15.12,14.0,6.9,0.0,0.0,0.0,36.12,22.21,17.02,45.84,0.42,19.6,0.0,105.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.91
2021-02-02,0.0,0.0,0.15,0.0,0.0,,3.07,29.69,7.7,0.49,41.10000000000000,0.1,14.07,13.93,7.9,0.0,0.0,0.0,36.0,21.36,21.28,43.69,0.42,15.1,0.0,101.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.95
2021-02-03,0.0,0.0,0.13,0.0,0.0,,2.44,27.09,7.46,0.42,37.54,1.0,13.18,12.74,7.9,0.0,0.0,0.0,34.82,22.03,22.57,42.98,0.44,16.2,0.0,104.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.58000000000000
2021-02-04,0.0,0.0,0.36,0.0,0.0,,2.96,23.9,6.57,0.23,34.02,1.0,14.85,11.72,8.0,0.0,0.0,0.0,35.57,22.86,22.08,45.13,0.42,19.1,0.0,109.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.18
2021-02-05,0.0,0.0,0.15,0.0,0.0,,3.54,29.57,4.84,0.74,38.84,1.0,16.32,11.4,7.5,0.0,0.0,0.0,36.22,24.18,21.09,44.55,0.44,20.8,0.0,111.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.12
2021-02-06,0.0,0.0,0.16,0.0,0.0,,3.33,31.770000000000000,8.07,0.8,44.13,0.9,17.16,13.330000000000000,8.0,0.0,0.0,0.0,39.39,23.42,20.69,43.150000000000000,0.42,20.7,0.0,108.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.90000000000000
2021-02-07,0.0,0.0,0.16,0.0,0.0,,2.82,32.730000000000000,8.18,0.7,44.59,0.2,17.260000000000000,14.53,7.9,0.0,0.0,0.0,39.89,22.11,20.98,42.47,0.43,16.5,0.0,102.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.97000000000000
2021-02-08,0.0,0.0,0.45,0.0,0.0,,3.11,33.46,7.97,0.65,45.64,0.2,17.260000000000000,14.53,7.9,0.0,0.0,0.0,39.89,23.74,22.85,41.1,0.46,22.1,0.0,110.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.78
2021-02-09,0.0,0.0,0.43,0.0,0.0,,2.95,30.66,7.9,0.48,42.42,1.1,13.6,13.5,8.5,0.0,0.0,0.0,36.7,23.21,22.63,43.9,1.59,19.8,0.0,111.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.25
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,0.0,0.0,0.39,0.0,0.0,,2.97,28.81,7.280000000000000,0.56,40.010000000000000,1.0,12.77,13.18,8.0,0.0,0.0,0.0,34.95,23.11,21.94,43.53,0.48,22.3,0.0,111.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.32
2021-02-12,0.0,0.0,0.37,0.0,0.0,,2.61,31.7,7.26,0.31,42.25,0.9,14.33,13.66,7.7,0.0,0.0,0.0,36.59,24.9,21.52,46.66,0.69,22.7,0.0,116.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,195.49
2021-02-13,0.0,0.0,0.34,0.0,0.0,,2.61,31.49,7.37,0.26,42.07,0.9,14.34,13.330000000000000,7.8,0.0,0.0,0.0,36.37,25.11,22.32,48.260000000000000,0.66,22.3,0.0,118.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.09
2021-02-14,0.0,0.0,0.42,0.0,0.0,,3.09,31.88,7.480000000000000,0.28,43.15,0.9,14.42,12.670000000000000,7.5,0.0,0.0,0.0,35.49,24.14,21.91,45.94,0.65,16.9,0.0,109.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.02,0.15,188.33
2021-02-15,0.0,0.0,0.37,0.08,0.0,,2.82,31.07,7.7,0.64,42.68000000000000,0.1,15.11,12.04,7.2,0.0,0.0,0.0,34.45,23.52,20.81,42.93,0.64,21.2,0.0,109.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02,0.12,186.35
2021-02-16,0.0,0.0,0.45,0.08,0.0,,3.02,30.36,5.1,0.68,39.69,0.1,14.66,9.2,7.0,0.0,0.0,0.0,30.96,23.84,20.83,44.45,0.66,16.0,0.0,105.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,176.59
2021-02-17,0.0,0.0,0.42,0.0,0.0,,2.41,17.31,0.0,0.66,20.8,0.0,14.9,7.8,6.9,0.0,0.0,0.0,29.6,15.72,20.53,27.05,0.65,18.7,0.0,82.65000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1400000000000000,133.19
2021-02-18,0.0,0.0,0.042,0.0,0.0,,2.25,31.72,7.890000000000000,0.61,42.512,0.1,16.38,12.420000000000000,6.3,0.0,0.0,0.0,35.2,22.39,19.04,38.09,0.64,14.3,0.0,94.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,172.36200000000000
2021-02-19,0.0,0.0,0.34,0.0,0.0,,2.3,31.42,7.59,0.6,42.25000000000000,0.8,14.9,13.07,6.4,0.0,0.0,0.0,35.17,10.67,13.38,21.88,0.43,19.8,0.0,66.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1400000000000000,143.72000000000000
2021-02-20,0.0,0.0,0.46,0.0,0.0,,2.55,29.92,7.61,0.62,41.16,0.9,16.150000000000000,13.82,8.2,0.0,0.0,0.0,39.07,19.36,18.64,39.34,0.65,12.8,0.0,90.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,171.2
2021-02-21,0.0,0.0,0.47,0.0,0.0,,2.94,28.55,8.229,0.5,40.689,1.0,15.84,13.86,7.8,0.0,0.0,0.0,38.5,14.34,17.81,29.99,0.6,10.8,0.0,73.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,152.909
2021-02-22,0.0,0.0,0.47,0.0,0.0,,3.21,30.62,8.41,0.5,43.21,1.1,15.12,14.37,8.1,0.0,0.0,0.0,38.69,20.79,20.41,39.120000000000000,0.61,17.2,0.0,98.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,180.2
2021-02-23,0.0,0.0,0.47,0.0,0.0,,2.93,28.14,8.82,0.46,40.82,0.1,15.61,14.25,8.0,0.0,0.0,0.0,37.96,24.42,21.78,45.06,0.73,20.8,0.0,112.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,191.75
2021-02-24,0.0,0.0,0.48,0.0,0.0,,3.15,30.41,9.12,0.74,43.9,1.1,16.44,14.12,7.9,0.0,0.0,0.0,39.56,24.17,22.94,46.07,0.72,20.1,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1400000000000000,197.6
2021-02-25,0.0,0.0,0.5,0.0,0.0,,3.4,30.67,9.52,0.77,44.86000000000000,0.1,16.87,14.41,8.0,0.0,0.0,0.0,39.38,25.41,22.16,45.94,0.65,21.2,0.0,115.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.11,199.71000000000000
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,0.0,0.0,0.48,0.0,0.0,,3.73,32.72,9.32,0.72,46.97,1.1,16.98,14.25,8.6,0.0,0.0,0.0,40.93,22.23,20.99,40.91,0.68,20.7,0.0,105.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.02,0.08,193.49000000000000
2021-02-28,0.0,0.0,0.54,0.0,0.0,,3.66,34.69,9.12,0.79,48.8,1.0,15.91,14.35,8.3,0.0,0.0,0.0,39.56,23.94,22.23,45.71,0.71,21.2,0.0,113.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,202.25
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,0.0,0.0,0.55,0.0,0.0,,3.65,36.17,9.44,0.8,50.61,1.1,18.02,14.7,8.2,0.0,0.0,0.0,42.02,23.950000000000000,20.89,43.63,0.66,19.5,0.0,108.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.03,0.21,201.47
2021-03-03,0.0,0.0,0.54,0.0,0.0,,3.38,35.100000000000000,9.79,0.76,49.57000000000000,1.0,17.86,14.36,7.5,0.0,0.0,0.0,40.72,23.31,22.16,46.13,0.72,20.0,0.0,112.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,202.8
2021-03-04,0.0,0.0,0.51,0.0,0.0,,3.73,35.230000000000000,9.11,0.74,49.32000000000000,0.2,16.3,14.73,8.8,0.0,0.0,0.0,40.03,24.94,22.63,44.77,0.73,19.4,0.0,112.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,202.01
2021-03-05,0.0,0.0,0.54,0.0,0.0,,3.76,34.74,9.26,0.81,49.11,0.1,15.74,14.920000000000000,8.6,0.0,0.0,0.0,39.36,26.910000000000000,22.87,48.46,0.66,21.5,0.0,120.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,208.97
2021-03-06,0.0,0.0,0.54,0.08,0.0,,3.68,33.25,9.73,0.76,48.04,0.1,16.0,14.73,8.6,0.0,0.0,0.0,39.43,25.14,22.3,47.72,0.66,21.0,0.0,116.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.01,0.16,204.45
2021-03-07,0.0,0.0,0.43,0.02,0.0,,2.92,29.61,9.12,0.58,42.68000000000000,1.1,18.48,14.14,8.3,0.0,0.0,0.0,42.02,23.52,21.67,44.46,0.74,20.5,0.0,110.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,195.77
2021-03-08,0.0,0.0,0.44,0.08,0.0,,3.1,30.24,8.610000000000000,0.61,43.08,1.0,17.67,13.96,7.9,0.0,0.0,0.0,40.53,24.22,21.04,47.26,0.73,17.2,0.0,110.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,194.27
2021-03-09,0.0,0.0,0.33,0.09,0.0,,2.9,29.43,8.49,0.68,41.92,0.8,16.59,13.96,7.9,0.0,0.0,0.0,39.25,27.450000000000000,20.97,53.26,0.72,19.7,0.0,122.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,203.46
2021-03-10,0.0,0.0,0.49,0.0,0.0,,2.66,31.84,8.18,0.65,43.82000000000000,0.8,16.44,13.25,7.6,0.0,0.0,0.0,38.09,27.61,21.2,49.31,0.73,17.2,0.0,116.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,198.14
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,0.0,0.0,0.39,0.0,0.0,,2.25,33.380000000000000,3.78,0.28,40.08,0.1,15.61,6.17,8.2,0.0,0.0,0.0,30.08,24.58,22.45,45.78,0.7,19.8,0.0,113.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,183.68
2021-03-13,0.0,0.0,0.53,0.0,0.0,,2.99,29.21,9.21,0.69,42.63,0.1,16.91,14.27,8.4,0.0,0.0,0.0,39.68,18.81,24.33,49.63,0.67,19.3,0.0,112.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,195.07
2021-03-14,0.0,0.0,0.54,0.0,0.0,,3.09,33.380000000000000,9.83,0.83,47.67,0.1,17.39,14.53,7.3,0.0,0.0,0.0,39.32,25.98,23.67,44.68,0.7,14.5,0.0,109.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.02,0.2000000000000000,196.72
2021-03-15,0.0,0.0,0.44,0.0,0.0,,2.31,29.5,9.37,0.67,42.290000000000000,1.0,16.240000000000000,12.9,8.1,0.0,0.0,0.0,38.24,26.31,21.4,47.010000000000000,0.74,20.1,0.0,115.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,196.3
2021-03-16,0.0,0.0,0.46,0.0,0.0,,2.32,17.16,8.55,0.65,29.14,1.0,15.1,7.5,7.8,0.0,0.0,0.0,31.4,15.76,19.64,29.13,0.71,21.7,0.0,86.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,147.64
2021-03-17,0.0,0.0,0.32,0.0,0.0,,2.63,31.82,8.58,0.66,44.01,0.8,16.440000000000000,12.51,6.8,0.0,0.0,0.0,36.55,20.01,18.7,42.75,0.71,20.6,0.0,102.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.1700000000000000,183.5
2021-03-18,0.0,0.0,0.48,0.0,0.0,,2.67,27.84,8.29,0.71,39.99,0.8,15.4,10.1,6.7,0.0,0.0,0.0,33.0,21.53,18.92,39.54,0.68,20.7,0.0,101.37000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.1700000000000000,174.53
2021-03-19,0.0,0.0,0.53,0.0,0.0,,2.72,27.35,6.66,0.69,37.95,0.1,15.05,10.35,7.1,0.0,0.0,0.0,32.6,22.7,18.84,41.74,0.57,18.8,0.0,102.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.17,173.37000000000000
2021-03-20,0.0,0.0,0.54,0.0,0.0,,3.08,33.85,8.900000000000000,0.72,47.09,0.1,16.45,12.67,6.7,0.0,0.0,0.0,35.92,23.83,20.34,43.05,0.53,17.2,0.0,104.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,188.12
2021-03-21,0.0,0.0,0.45,0.0,0.0,,2.36,30.22,8.59,0.69,42.31,0.1,16.54,12.05,7.3,0.0,0.0,0.0,35.990000000000000,23.58,20.98,42.82,0.54,16.8,0.0,104.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,183.18
2021-03-22,0.0,0.0,0.4,0.0,0.0,,2.58,23.31,8.110000000000000,0.51,34.910000000000000,0.1,16.15,12.73,6.8,0.0,0.0,0.0,35.78,22.0,17.01,42.6,0.52,18.4,0.0,100.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02,0.12,171.34
2021-03-23,0.0,0.0,0.3,0.0,0.0,,2.53,35.09,8.59,0.45,46.96000000000000,0.3,16.150000000000000,12.43,6.4,0.0,0.0,0.0,35.28,25.31,21.36,46.62,0.62,19.7,0.0,113.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.02,0.18,196.03000000000000
