,Chandigarh,Delhi,Haryana,Himachal Pradesh,Jammu & Kashmir,Ladakh,Punjab,Rajasthan,Uttar Pradesh,Uttarakhand,Northern Region,Chhattisgarh,Gujarat,Madhya Pradesh,Maharashtra,Daman & Diu,Dadra & Nagar Haveli,Goa,Western Region,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Southern Region,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Eastern Region,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,North-Eastern Region,All India
2021-01-01,0.0,0.48,1.1800000000000002,2.42,0.0,,4.9,47.03,4.32,1.28,61.61000000000001,0.1,60.870000000000005,27.23,20.0,0.0,0.0,0.0,108.2,28.6,15.98,76.11,0.88,44.760000000000005,0.0,166.32999999999998,0.47,0.0,1.29,2.64,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.54
2021-01-02,0.0,0.95,1.38,2.5,0.0,,3.33,44.37,4.4,1.1,58.03,0.8,56.78,24.0,18.7,0.0,0.0,0.0,100.28,17.95,17.52,73.14,0.81,39.14,0.0,148.56,0.53,0.0,1.28,2.64,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.32
2021-01-03,0.0,0.93,1.35,2.45,0.0,,3.4,29.06,3.43,1.03,41.65,0.9,53.91,13.14,14.5,0.0,0.0,0.0,82.45,26.89,18.61,66.43,0.73,36.09,0.0,148.75,0.47,0.0,1.28,2.64,0.0,4.390000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.24
2021-01-04,0.0,0.38,1.23,2.46,0.0,,3.43,31.610000000000003,2.84,1.21,43.16,0.7,46.81,19.88,11.9,0.0,0.0,0.0,79.28999999999999,29.090000000000003,20.59,70.77,0.6699999999999999,23.82,0.0,144.94,0.28,0.0,1.29,2.64,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.6
2021-01-05,0.0,0.0,1.24,2.57,0.0,,3.04,17.96,0.39,1.1,26.300000000000004,0.9,56.19,21.58,10.3,0.0,0.0,0.0,88.97,20.11,18.450000000000003,64.16000000000001,0.7,27.65,0.0,131.07000000000002,0.43,0.0,1.28,2.64,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.69000000000003
2021-01-06,0.0,0.3,1.3,2.71,0.0,,2.95,25.64,5.199999999999999,0.72,38.81999999999999,0.1,73.91,14.71,11.6,0.0,0.0,0.0,100.32,10.39,7.71,44.97,0.47,15.17,0.0,78.71,0.24,0.0,1.29,2.88,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.26
2021-01-07,0.0,0.53,1.12,2.64,0.0,,3.33,36.18000000000001,3.23,0.95,47.98,0.1,90.44,18.46,12.7,0.0,0.0,0.0,121.7,16.619999999999997,9.98,44.620000000000005,0.6,14.95,0.0,86.77,0.52,0.0,1.28,2.88,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.13
2021-01-08,0.0,0.0,1.27,2.48,0.0,,3.9,39.7,3.67,1.34,52.36000000000001,0.0,95.74,16.51,10.5,0.0,0.0,0.0,122.75,24.7,16.39,51.68,0.47,15.15,0.0,108.39,0.37,0.0,1.28,2.64,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.79
2021-01-09,0.0,0.56,1.4400000000000002,2.59,0.0,,3.19,46.67,2.35,1.44,58.24,0.1,99.68,7.07,9.8,0.0,0.0,0.0,116.65,20.56,19.880000000000003,48.48,0.53,19.55,0.0,109.0,0.32,0.0,1.85,2.64,0.0,4.8100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.7
2021-01-10,0.0,0.55,1.38,2.39,0.0,,4.699999999999999,48.99,26.46,1.02,85.49,0.8,72.89,8.64,13.0,0.0,0.0,0.0,95.33,21.15,19.41,62.71,0.61,19.73,0.0,123.61,0.45,0.0,1.37,2.64,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.89
2021-01-11,0.0,0.51,1.4700000000000002,2.85,0.0,,4.72,38.99,26.36,1.08,75.98,0.8,66.86,14.08,15.6,0.0,0.0,0.0,97.34,15.74,17.310000000000002,58.66,0.5,26.85,0.0,119.06,0.43,0.0,1.28,2.64,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.73
2021-01-12,0.0,0.57,1.36,2.92,0.0,,4.449999999999999,35.38,6.86,0.98,52.52,0.7,66.79,21.03,14.0,0.0,0.0,0.0,102.52,19.62,16.13,71.97,0.72,42.61,0.0,151.05,0.45,0.0,1.28,2.64,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.46000000000004
2021-01-13,0.0,0.0,1.4,2.48,0.0,,4.17,35.13,5.94,1.26,50.38,1.0,40.39,21.01,14.1,0.0,0.0,0.0,76.5,21.44,17.229999999999997,80.36,0.81,32.57,0.0,152.41,0.88,0.0,1.27,2.64,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.08
2021-01-14,0.0,0.57,1.31,2.85,0.0,,3.2,31.55,5.239999999999999,1.16,45.88,0.2,23.91,25.34,12.2,0.0,0.0,0.0,61.650000000000006,26.200000000000003,19.45,73.03,0.71,22.800000000000004,0.0,142.19,0.46,0.0,1.27,2.88,0.0,4.609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.33
2021-01-15,0.0,1.16,1.55,2.75,0.0,,3.58,45.25,5.34,1.09,60.72,0.2,27.8,24.62,14.0,0.0,0.0,0.0,66.62,26.07,18.97,70.78,0.75,16.5,0.0,133.07,0.26,0.0,1.27,2.88,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.82
2021-01-16,0.0,0.0,1.45,2.97,0.0,,3.38,47.400000000000006,5.56,1.09,61.85000000000001,0.1,34.5,19.430000000000003,12.2,0.0,0.0,0.0,66.23,21.87,17.77,67.31,0.62,18.63,0.0,126.2,0.37,0.0,1.27,2.64,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.56
2021-01-17,0.0,0.59,1.38,2.94,0.0,,4.1,39.41,3.41,0.8999999999999999,52.73,0.1,31.480000000000004,25.32,14.6,0.0,0.0,0.0,71.5,28.94,19.95,77.42,0.72,28.29,0.0,155.32,0.27,0.0,1.34,2.64,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.79999999999995
2021-01-18,0.0,1.14,1.07,3.02,0.0,,3.98,40.18,23.11,1.19,73.69,0.9,45.84,18.25,16.299999999999997,0.0,0.0,0.0,81.28999999999999,26.23,18.71,87.46000000000001,0.7,42.79,0.0,175.89,0.49,0.0,1.44,2.64,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.44
2021-01-19,0.0,0.84,1.4,2.85,0.0,,3.39,32.05,24.64,1.29,66.46000000000001,0.7,47.97,15.95,14.3,0.0,0.0,0.0,78.92,18.99,19.92,71.64,0.53,29.85,0.0,140.93,0.33,0.0,1.27,2.64,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.55
2021-01-20,0.0,1.18,1.28,2.74,0.0,,4.24,34.03,5.76,0.99,50.22,0.7,35.53,16.32,11.0,0.0,0.0,0.0,63.55,17.790000000000003,20.43,66.46000000000001,0.52,22.44,0.0,127.64,0.38,0.0,1.27,2.64,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.7
2021-01-21,0.0,0.0,1.52,2.39,0.0,,5.1,36.75,6.69,1.07,53.52,1.0,25.380000000000003,16.43,10.6,0.0,0.0,0.0,53.41,17.96,19.05,58.56,0.5,21.23,0.0,117.3,0.5,0.0,1.27,2.64,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.64
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,0.0,1.21,1.48,2.48,0.0,,4.01,44.51,4.84,1.09,59.620000000000005,0.2,35.71,19.130000000000003,12.0,0.0,0.0,0.0,67.04,22.37,18.92,65.06,0.53,26.48,0.0,133.36,0.44,0.0,1.27,2.88,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.61
2021-01-24,0.0,1.12,1.32,2.46,0.0,,3.53,40.23,4.8100000000000005,1.14,54.61000000000001,0.1,52.01,22.22,13.4,0.0,0.0,0.0,87.73,20.17,20.53,66.52,0.55,30.37,0.0,138.14,0.37,0.0,1.27,2.64,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.76
2021-01-25,0.0,0.69,1.36,2.48,0.0,,4.94,43.27,3.08,1.02,56.84,0.1,62.73,27.86,11.0,0.0,0.0,0.0,101.69,30.61,20.54,73.94,0.8,31.880000000000003,0.0,157.77,0.54,0.0,1.38,2.64,0.0,4.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.86
2021-01-26,0.0,1.13,1.29,2.47,0.0,,5.21,38.6,3.23,0.99,52.92,0.7,53.41,25.43,10.7,0.0,0.0,0.0,90.24,32.9,20.6,72.69999999999999,0.69,35.379999999999995,0.0,162.26999999999998,0.47,0.0,1.61,2.64,0.0,4.720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.15
2021-01-27,0.0,1.09,1.42,2.38,0.0,,5.4,40.43,5.11,0.92,56.75,0.7,47.620000000000005,27.390000000000004,11.6,0.0,0.0,0.0,87.31,35.96,18.87,74.42,0.63,35.22,0.0,165.1,0.33,0.0,1.26,2.64,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.39
2021-01-28,0.0,1.09,1.4700000000000002,2.13,0.0,,5.18,36.77,4.93,1.14,52.71,0.7,51.55,27.25,13.3,0.0,0.0,0.0,92.8,36.44,18.57,78.05,0.81,39.71,0.0,173.58,0.49,0.0,1.28,2.64,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.50000000000006
2021-01-29,0.0,0.0,1.25,2.37,0.0,,5.44,36.38,4.73,1.26,51.42999999999999,0.4,65.89,27.07,12.4,0.0,0.0,0.0,105.76000000000002,29.43,19.950000000000003,74.52,0.6,28.66,0.0,153.16,0.31,0.0,1.28,2.64,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.58000000000004
2021-01-30,0.0,0.86,1.2799999999999998,2.33,0.0,,5.58,35.46,6.779999999999999,1.25,53.540000000000006,0.0,50.040000000000006,22.16,13.3,0.0,0.0,0.0,85.5,30.84,18.17,67.61,0.62,30.63,0.0,147.87,0.43,0.0,1.28,2.88,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.5
2021-01-31,0.0,0.88,1.39,2.68,0.0,,5.890000000000001,41.290000000000006,7.49,1.12,60.74000000000001,0.2,31.03,19.4,13.0,0.0,0.0,0.0,63.63,35.82,17.27,72.59,0.7,31.75,0.0,158.13,0.54,0.0,1.28,2.88,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.2
2021-02-01,0.0,0.0,1.56,1.77,0.0,,5.140000000000001,37.71,7.4,1.22,54.8,0.1,32.36,19.6,16.0,0.0,0.0,0.0,68.06,36.04,17.71,80.82000000000001,0.78,47.04,0.0,182.39,0.53,0.0,1.28,2.64,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.7
2021-02-02,0.0,0.92,1.51,2.17,0.0,,5.24,35.56,7.7,1.21,54.31000000000001,0.1,26.15,17.229999999999997,21.200000000000003,0.0,0.0,0.0,64.68,34.87,22.17,85.49,0.78,44.95,0.0,188.26,0.57,0.0,1.69,2.64,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.15
2021-02-03,0.0,0.41,1.5699999999999998,2.11,0.0,,4.609999999999999,32.03,7.46,1.13,49.32000000000001,1.0,27.0,15.840000000000002,19.700000000000003,0.0,0.0,0.0,63.540000000000006,34.33,23.12,81.21000000000001,0.77,42.54,0.0,181.97000000000003,0.58,0.0,1.5,2.64,0.0,4.720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.55000000000007
2021-02-04,0.0,0.73,1.2999999999999998,2.73,0.0,,5.13,48.43,6.57,0.93,65.82000000000001,1.0,39.19,16.82,17.9,0.0,0.0,0.0,74.91,35.35,22.55,81.39999999999999,0.75,45.2,0.0,185.25,0.63,0.0,1.28,2.64,0.0,4.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.53000000000003
2021-02-05,0.0,0.49,1.22,2.23,0.0,,5.71,40.18,4.84,1.5,56.17,1.0,64.85,25.2,14.2,0.0,0.0,0.0,105.25,34.15,21.59,75.19,0.63,40.900000000000006,0.0,172.46,0.35,0.0,1.27,2.64,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.14
2021-02-06,0.0,0.0,1.18,2.58,0.0,,5.5,36.82,8.07,1.52,55.67,0.9,85.78,27.43,20.1,0.0,0.0,0.0,134.21,35.85,21.52,70.03,0.63,37.09,0.0,165.12,0.28,0.0,1.27,2.64,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.19
2021-02-07,0.0,1.08,1.48,2.47,0.0,,4.99,35.9,27.38,1.4,74.7,0.2,70.53999999999999,23.23,22.9,0.0,0.0,0.0,116.87,33.93,21.49,79.66,0.74,38.4,0.0,174.22,0.77,0.0,1.28,2.88,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.72
2021-02-08,0.0,0.58,1.64,1.83,0.0,,5.279999999999999,36.57,27.17,1.27,74.33999999999999,0.2,70.53999999999999,23.23,22.9,0.0,0.0,0.0,116.87,35.61,23.270000000000003,85.75999999999999,0.97,55.690000000000005,0.0,201.3,0.6,0.0,1.27,2.88,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.26
2021-02-09,0.0,0.0,1.3,2.14,0.0,,5.12,38.18,7.9,1.19,55.83,1.1,26.7,14.9,15.2,0.0,0.0,0.0,57.900000000000006,31.44,22.8,76.12,2.0500000000000003,48.650000000000006,0.0,181.06000000000003,0.58,0.0,1.27,2.64,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.28000000000003
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,0.0,0.8,1.62,1.91,0.0,,5.140000000000001,34.06,7.279999999999999,1.29,52.1,1.0,18.84,20.48,12.2,0.0,0.0,0.0,52.52,35.29,22.48,71.39,0.73,41.73,0.0,171.62,0.55,0.0,2.0,2.64,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.43
2021-02-12,0.0,0.73,1.54,2.41,0.0,,4.779999999999999,43.150000000000006,7.26,1.04,60.91,0.9,19.17,22.660000000000004,14.1,0.0,0.0,0.0,56.830000000000005,38.23,22.14,79.96000000000001,0.8799999999999999,35.36,0.0,176.57,0.57,0.0,1.28,2.64,0.0,4.49,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,298.98
2021-02-13,0.0,0.58,1.54,2.21,0.0,,4.779999999999999,37.09,7.37,1.01,54.58,0.9,21.85,20.33,15.2,0.0,0.0,0.0,58.28,35.31,22.91,81.0,0.79,29.71,0.0,169.72,0.55,0.0,1.28,2.64,0.0,4.470000000000001,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,287.24
2021-02-14,0.0,0.8,1.7,2.34,0.0,,5.26,34.65,26.68,1.01,72.44000000000001,0.9,30.85,16.770000000000003,11.2,0.0,0.0,0.0,59.72,32.68,22.62,71.67999999999999,0.75,21.82,0.0,149.54999999999998,0.58,0.0,1.28,2.64,0.0,4.5,0.0,0.13,0.0,0.0,0.0,0.0,0.02,0.15,286.36
2021-02-15,0.0,0.39,1.6800000000000002,2.39,0.0,,4.99,34.690000000000005,26.9,1.36,72.4,0.1,35.730000000000004,17.04,12.3,0.0,0.0,0.0,65.17,34.08,21.13,68.72999999999999,0.73,27.53,0.0,152.2,0.58,0.0,0.0,2.88,0.0,3.46,0.0,0.1,0.0,0.0,0.0,0.0,0.02,0.12,293.35
2021-02-16,0.0,0.56,1.8,2.21,0.0,,5.19,35.96,5.1,1.4,52.22,0.1,29.8,17.2,13.1,0.0,0.0,0.0,60.2,38.81,21.47,68.11,0.74,20.46,0.0,149.59,0.52,0.0,1.28,2.88,0.0,4.68,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,266.85
2021-02-17,0.0,0.56,1.7999999999999998,2.09,0.0,,4.58,22.57,19.2,1.39,52.19,0.0,30.6,13.0,14.0,0.0,0.0,0.0,57.6,30.85,21.26,49.31,0.73,23.01,0.0,125.16,0.59,0.0,1.28,2.64,0.0,4.51,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1399999999999999,239.6
2021-02-18,0.0,0.56,1.282,2.12,0.0,,4.42,41.66,7.890000000000001,1.34,59.27199999999999,0.1,51.33,22.22,19.7,0.0,0.0,0.0,93.35,46.91,20.23,66.96000000000001,0.73,23.36,0.0,158.19,0.47,0.0,1.42,2.64,0.0,4.53,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,315.532
2021-02-19,0.0,0.96,1.64,2.03,0.0,,4.47,45.38,26.79,1.3199999999999998,82.58999999999999,0.8,72.44,20.67,33.6,0.0,0.0,0.0,127.51,20.64,14.12,56.8,0.55,29.85,0.0,121.96,0.45,0.0,1.55,2.64,0.0,4.640000000000001,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1399999999999999,336.8399999999999
2021-02-20,0.0,0.0,1.74,2.09,0.0,,4.72,35.54,26.81,1.38,72.28,0.9,56.5,25.72,33.5,0.0,0.0,0.0,116.62,30.82,19.57,76.57000000000001,0.9,22.74,0.0,150.60000000000002,0.57,0.0,1.28,2.64,0.0,4.49,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,344.17
2021-02-21,0.0,0.98,1.63,2.14,0.0,,5.109999999999999,32.14,8.229,1.23,51.459,1.0,44.31,21.16,30.2,0.0,0.0,0.0,96.67,30.4,18.68,68.99,0.88,29.91,0.0,148.86,0.6,0.0,1.28,2.64,0.0,4.52,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,301.689
2021-02-22,0.0,0.0,1.72,2.21,0.0,,5.38,38.370000000000005,8.41,1.24,57.330000000000005,1.1,29.64,15.97,17.299999999999997,0.0,0.0,0.0,64.00999999999999,29.63,20.61,67.57000000000001,0.84,33.46,0.0,152.11,0.58,0.0,1.28,2.64,0.0,4.5,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,278.12000000000006
2021-02-23,0.0,0.7,1.77,2.25,0.0,,5.1,52.75,28.02,1.14,91.73,0.1,34.95,16.05,11.4,0.0,0.0,0.0,62.50000000000001,30.53,22.07,68.91000000000001,0.87,32.82,0.0,155.20000000000002,1.22,0.0,1.28,2.88,0.0,5.38,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,314.99000000000007
2021-02-24,0.0,0.69,1.8,2.2,0.0,,5.32,48.29,9.12,1.46,68.88,1.1,43.07000000000001,18.62,13.6,0.0,0.0,0.0,76.39000000000001,32.36,23.26,68.92,0.86,28.71,0.0,154.11,0.58,0.0,1.28,2.6,0.0,4.46,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.1399999999999999,303.98
2021-02-25,0.0,0.0,1.62,2.69,0.0,,5.57,42.21,9.52,1.5,63.11000000000001,0.1,40.28,24.71,14.8,0.0,0.0,0.0,79.89,29.7,22.49,61.4,0.72,23.89,0.0,138.2,0.65,0.0,1.28,2.64,0.0,4.57,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.11,285.88
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,0.0,0.64,1.8,2.22,0.0,,5.9,46.15,9.32,1.45,67.48,1.1,54.41,36.45,20.7,0.0,0.0,0.0,112.66,27.89,21.2,59.97,0.7200000000000001,22.47,0.0,132.25,0.64,0.0,1.8,2.64,0.0,5.08,0.0,0.06,0.0,0.0,0.0,0.0,0.02,0.08,317.54999999999995
2021-02-28,0.0,0.73,1.86,2.44,0.0,,5.83,41.53999999999999,9.12,1.58,63.1,1.0,34.480000000000004,26.15,14.6,0.0,0.0,0.0,76.23,33.809999999999995,22.54,66.71,0.8899999999999999,26.98,0.0,150.92999999999998,0.65,0.0,1.28,2.64,0.0,4.57,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,294.93
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,0.0,0.0,1.68,2.19,0.0,,5.82,47.59,9.44,1.56,68.28,1.1,46.52,22.0,19.1,0.0,0.0,0.0,88.72,33.040000000000006,21.17,64.64,0.87,29.35,0.0,149.07000000000002,0.65,0.0,1.28,2.64,0.0,4.57,0.0,0.18,0.0,0.0,0.0,0.0,0.03,0.21,310.85
2021-03-03,0.0,0.51,1.65,2.27,0.0,,5.55,38.57999999999999,28.99,1.53,79.07999999999998,1.0,48.21,27.86,13.8,0.0,0.0,0.0,90.87,38.55,22.27,74.47,1.12,33.480000000000004,0.0,169.89,0.67,0.0,1.28,2.88,0.0,4.83,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,344.86
2021-03-04,0.0,0.0,1.78,2.34,0.0,,5.9,44.27000000000001,9.11,1.53,64.93,0.2,35.44,23.13,18.0,0.0,0.0,0.0,76.77,42.34,23.11,86.08999999999999,1.06,33.83,0.0,186.43,0.67,0.0,1.28,2.88,0.0,4.83,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,333.15
2021-03-05,0.0,0.18,1.82,2.4,0.0,,5.93,40.940000000000005,9.26,1.61,62.14,0.1,23.880000000000003,24.12,15.3,0.0,0.0,0.0,63.400000000000006,36.870000000000005,23.52,83.14,0.8200000000000001,32.4,0.0,176.75,0.66,0.0,1.28,2.64,0.0,4.58,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,306.97
2021-03-06,0.0,0.62,1.81,2.47,0.0,,5.85,65.68,9.73,1.65,87.81000000000002,0.1,43.71,18.63,14.1,0.0,0.0,0.0,76.53999999999999,33.21,22.73,66.63,0.74,25.84,0.0,149.14999999999998,0.67,0.0,1.81,2.64,0.0,5.12,0.0,0.15,0.0,0.0,0.0,0.0,0.01,0.16,318.78000000000003
2021-03-07,0.0,0.97,1.69,2.49,0.0,,5.09,63.2,9.12,1.36,83.92,1.1,81.77000000000001,29.74,18.9,0.0,0.0,0.0,131.51000000000002,37.32,22.090000000000003,64.88,0.83,28.51,0.0,153.63,0.47,0.0,1.83,2.64,0.0,4.94,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,374.18
2021-03-08,0.0,1.12,1.8,2.41,0.0,,5.27,40.46000000000001,8.610000000000001,1.37,61.040000000000006,1.0,56.97,33.76,16.3,0.0,0.0,0.0,108.03,45.45,21.72,74.60000000000001,0.89,27.25,0.0,169.91,0.61,0.0,1.28,2.64,0.0,4.53,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,343.72
2021-03-09,0.0,0.66,1.7000000000000002,2.34,0.0,,5.07,36.7,8.49,1.4300000000000002,56.39,0.8,34.92,27.860000000000003,14.3,0.0,0.0,0.0,77.88,40.260000000000005,21.73,84.88999999999999,0.93,35.629999999999995,0.0,183.44,0.59,0.0,1.28,2.64,0.0,4.51,0.0,0.17,0.0,0.0,0.0,0.0,0.02,0.19,322.41
2021-03-10,0.0,0.0,1.59,2.4,0.0,,4.83,37.38,8.18,1.37,55.74999999999999,0.8,31.82,21.35,13.6,0.0,0.0,0.0,67.57,36.51,21.87,80.28,0.94,32.95,0.0,172.55,0.57,0.0,1.28,2.64,0.0,4.49,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.18,300.54
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,0.0,0.91,1.39,2.34,0.0,,4.42,51.54999999999999,3.78,0.95,65.33999999999999,0.1,34.26,21.57,16.9,0.0,0.0,0.0,72.83,42.52,23.07,68.59,0.95,32.94,0.0,168.07,0.53,0.0,1.85,2.88,0.0,5.26,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,311.71
2021-03-13,0.0,0.0,1.64,2.27,0.0,,5.16,46.64,9.21,1.45,66.37,0.1,38.35,22.57,17.6,0.0,0.0,0.0,78.62,27.050000000000004,24.88,75.23999999999998,0.8700000000000001,29.86,0.0,157.89999999999998,0.23,0.0,1.85,2.64,0.0,4.720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,307.63
2021-03-14,0.0,1.1,1.79,2.28,0.0,,5.26,37.42,9.83,1.64,59.31999999999999,0.1,50.55,22.43,14.0,0.0,0.0,0.0,87.08,35.72,24.4,78.60000000000001,1.01,29.8,0.0,169.53000000000003,0.63,0.0,1.49,2.64,0.0,4.76,0.0,0.18,0.0,0.0,0.0,0.0,0.02,0.1999999999999999,320.89
2021-03-15,0.0,1.13,1.42,2.35,0.0,,4.48,33.220000000000006,9.37,1.48,53.45000000000001,1.0,53.82,19.3,14.4,0.0,0.0,0.0,88.52000000000001,36.760000000000005,22.07,71.63,0.89,33.43,0.0,164.78,0.66,0.0,1.75,2.64,0.0,5.050000000000001,0.0,0.19,0.0,0.0,0.0,0.0,0.02,0.21,312.01
2021-03-16,0.0,0.66,1.48,2.34,0.0,,4.49,21.83,8.55,1.2000000000000002,40.55000000000001,1.0,41.3,14.8,15.0,0.0,0.0,0.0,72.1,26.54,20.01,48.24,0.8099999999999999,29.29,0.0,124.89,0.63,0.0,1.85,2.64,0.0,5.12,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,242.82
2021-03-17,0.0,0.88,1.4,2.22,0.0,,4.8,36.4,8.58,1.38,55.66,0.8,53.19,21.41,13.1,0.0,0.0,0.0,88.49999999999999,30.61,18.97,61.52,0.8099999999999999,28.25,0.0,140.16,0.55,0.0,1.85,2.64,0.0,5.040000000000001,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.1699999999999999,289.53000000000003
2021-03-18,0.0,0.0,1.43,2.22,0.0,,4.84,38.74,8.29,1.47,56.99,0.8,44.72,17.8,15.2,0.0,0.0,0.0,78.52,35.010000000000005,19.66,62.02,0.8200000000000001,27.97,0.0,145.48,0.62,0.0,1.85,2.64,0.0,5.11,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.1699999999999999,286.27000000000004
2021-03-19,0.0,0.81,1.21,2.0,0.0,,4.890000000000001,43.39,6.66,1.47,60.42999999999999,0.1,35.480000000000004,20.65,16.7,0.0,0.0,0.0,72.93,32.96,19.42,59.7,0.6599999999999999,23.05,0.0,135.79,0.5,0.0,1.85,2.88,0.0,5.23,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.17,274.55
2021-03-20,0.0,0.81,1.59,3.41,0.0,,5.25,39.41,8.899999999999999,1.36,60.73,0.1,52.0,25.07,15.1,0.0,0.0,0.0,92.27,36.06,20.83,62.67999999999999,0.5800000000000001,20.33,0.0,140.48,0.51,0.0,1.85,2.66,0.0,5.0200000000000005,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.16,298.66
