Year,Month,Date,Equity Type,Commodity Name,Expiry,Price Unit,C/P Option,Strike Price,Open Price,Spot Price,Trading Volume Lots,Lot Size Units
2018,August,2018-08-01,FUTCOM,COTTON,2018-10-31,1 BALES,N.A.,N.A.,24060,23240,1051,25 BALES
2018,August,2018-08-01,FUTCOM,COTTON,2018-11-30,1 BALES,N.A.,N.A.,23560,23240,230,25 BALES
2018,August,2018-08-01,FUTCOM,COTTON,2018-12-31,1 BALES,N.A.,N.A.,23460,23240,103,25 BALES
2018,August,2018-08-01,FUTCOM,COTTON,2019-01-31,1 BALES,N.A.,N.A.,23400,23240,7,25 BALES
2018,August,2018-08-01,FUTCOM,CRUDEOIL,2018-08-20,1 BBL,N.A.,N.A.,4710,4642,119790,100 BBL
2018,August,2018-08-01,FUTCOM,CRUDEOIL,2018-09-19,1 BBL,N.A.,N.A.,4650,4642,2329,100 BBL
2018,August,2018-08-01,FUTCOM,CRUDEOIL,2018-10-19,1 BBL,N.A.,N.A.,4635,4642,11,100 BBL
2018,August,2018-08-01,FUTCOM,CRUDEOIL,2018-11-16,1 BBL,N.A.,N.A.,-,4642,-,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4000,-,-,-,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4400,-,-,-,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4500,236.2,-,9,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4600,165.1,-,402,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4700,106,-,686,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4750,81.3,-,10,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4800,67.4,-,506,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4850,52,-,2,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4900,40.2,-,258,100 BBL
2018,August,2018-08-01,OPTFUT,CRUDEOIL,2018-08-16,1 BBL,CE,4950,-,-,-,100 BBL
