Year,Month,Date,Equity Type,Commodity Name,Expiry,Price Unit,C/P Option,Strike Price,Open Price,Spot Price,Trading Volume Lots,Lot Size Units
2017,September,2017-09-01,FUTCOM,COTTON,2017-10-31,1 BALES,N.A.,N.A.,18650,20390,813,25 BALES
2017,September,2017-09-01,FUTCOM,COTTON,2017-11-30,1 BALES,N.A.,N.A.,18250,20390,231,25 BALES
2017,September,2017-09-01,FUTCOM,COTTON,2017-12-29,1 BALES,N.A.,N.A.,18200,20390,382,25 BALES
2017,September,2017-09-01,FUTCOM,COTTON,2018-01-31,1 BALES,N.A.,N.A.,18250,20390,50,25 BALES
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2017-09-19,1 BBL,N.A.,N.A.,3018,3026,147759,100 BBL
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2017-10-18,1 BBL,N.A.,N.A.,3079,3026,3997,100 BBL
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2017-11-17,1 BBL,N.A.,N.A.,3121,3026,220,100 BBL
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2017-12-18,1 BBL,N.A.,N.A.,3156,3026,2,100 BBL
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2018-01-19,1 BBL,N.A.,N.A.,-,3026,-,100 BBL
2017,September,2017-09-01,FUTCOM,CRUDEOIL,2018-02-16,1 BBL,N.A.,N.A.,-,3026,-,100 BBL
2017,September,2017-09-01,FUTCOM,NATURALGAS,2017-09-26,1 mmBtu,N.A.,N.A.,195.2,196.4,42162,1250 mmBtu
2017,September,2017-09-01,FUTCOM,NATURALGAS,2017-10-26,1 mmBtu,N.A.,N.A.,198.3,196.4,930,1250 mmBtu
2017,September,2017-09-01,FUTCOM,NATURALGAS,2017-11-27,1 mmBtu,N.A.,N.A.,208.3,196.4,39,1250 mmBtu
2017,September,2017-09-04,FUTCOM,COTTON,2017-10-31,1 BALES,N.A.,N.A.,18750,20310,627,25 BALES
2017,September,2017-09-04,FUTCOM,COTTON,2017-11-30,1 BALES,N.A.,N.A.,18410,20310,122,25 BALES
2017,September,2017-09-04,FUTCOM,COTTON,2017-12-29,1 BALES,N.A.,N.A.,18360,20310,164,25 BALES
2017,September,2017-09-04,FUTCOM,COTTON,2018-01-31,1 BALES,N.A.,N.A.,18380,20310,29,25 BALES
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2017-09-19,1 BBL,N.A.,N.A.,3010,-,81472,100 BBL
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2017-10-18,1 BBL,N.A.,N.A.,3090,-,1735,100 BBL
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2017-11-17,1 BBL,N.A.,N.A.,3133,-,65,100 BBL
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2017-12-18,1 BBL,N.A.,N.A.,3173,-,6,100 BBL
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2018-01-19,1 BBL,N.A.,N.A.,3202,-,1,100 BBL
2017,September,2017-09-04,FUTCOM,CRUDEOIL,2018-02-16,1 BBL,N.A.,N.A.,-,-,-,100 BBL
2017,September,2017-09-04,FUTCOM,NATURALGAS,2017-09-26,1 mmBtu,N.A.,N.A.,196.1,-,17813,1250 mmBtu
2017,September,2017-09-04,FUTCOM,NATURALGAS,2017-10-26,1 mmBtu,N.A.,N.A.,200,-,580,1250 mmBtu
2017,September,2017-09-04,FUTCOM,NATURALGAS,2017-11-27,1 mmBtu,N.A.,N.A.,209.9,-,27,1250 mmBtu
2017,September,2017-09-05,FUTCOM,COTTON,2017-10-31,1 BALES,N.A.,N.A.,18910,20280,1599,25 BALES
2017,September,2017-09-05,FUTCOM,COTTON,2017-11-30,1 BALES,N.A.,N.A.,18500,20280,1021,25 BALES
