,Andhra Pradesh/Rice,Andhra Pradesh/Sugarcane,Andhra Pradesh/Cotton,Andhra Pradesh/Maize,Andhra Pradesh/Groundnut,Bihar/Wheat,Bihar/Rice,Bihar/Maize,Bihar/Sugarcane,Gujarat/Groundnut,Gujarat/Cotton,Gujarat/Wheat,Gujarat/Sugarcane,Gujarat/Mustard,Haryana/Wheat,Haryana/Cotton,Haryana/Sugarcane,Haryana/Mustard,Karnataka/Sugarcane,Karnataka/Groundnut,Karnataka/Cotton,Karnataka/Maize,Madhya Pradesh/Wheat,Madhya Pradesh/Maize,Madhya Pradesh/Cotton,Madhya Pradesh/Sugarcane,Madhya Pradesh/Groundnut,Madhya Pradesh/Mustard,Maharashtra/Groundnut,Maharashtra/Sugarcane,Maharashtra/Cotton,Maharashtra/Maize,Maharashtra/Wheat,Orissa/Rice,Punjab/Wheat,Rajasthan/Wheat,Rajasthan/Maize,Rajasthan/Cotton,Rajasthan/Groundnut,Rajasthan/Mustard,Telangana/Rice,Telangana/Cotton,Uttar Pradesh/Rice,Uttar Pradesh/Wheat,Uttar Pradesh/Sugarcane,Uttar Pradesh/Mustard
Weights,0.561097,0.012469,0.137157,0.084788,0.204489,0.360709,0.499195,0.10628,0.033816,0.344291,0.394464,0.179931,0.038062,0.043253,0.611702,0.170213,0.029255,0.18883,0.181303,0.17847,0.189802,0.450425,0.639135,0.13766,0.055064,0.00885,0.038348,0.120944,0.037783,0.154912,0.497481,0.162469,0.147355,1,1,0.304965,0.112293,0.089835,0.094563,0.398345,0.658845,0.341155,0.315615,0.521595,0.120709,0.042082
