Date,PUNJAB,HARYANA,RAJASTHAN,UTTAR PRADESH,HIMACHAL PRADESH,GUJARAT,MADHYA PRADESH,ANDHRA PRADESH,TELANGANA,KARNATAKA,BIHAR,ORISSA
2018-10-29,128.4,123,224.7,285.8,25.8,360.7,252.7,194.1,200.4,209,77.4,94.9
2018-10-30,123,125,223,285.4,27.8,356.5,259,191.9,210,215.6,80.9,93.6
2018-10-31,119.4,125.5,225.9,285.8,28,349.9,260.9,196.8,214.1,220.1,81,93.2
2018-11-01,118,123,229,283.9,27.9,345.5,261.4,186.9,205.3,206.2,80.9,89.4
2018-11-02,124.3,122,228.7,282.5,27.6,349.6,263.3,181.5,204.5,212.3,81.7,89.6
2018-11-03,116.6,119,227.1,289.3,25.8,346.7,266.4,185.2,201.5,205.2,80.2,90.7
2018-11-04,113,114.3,222.8,273.8,25.5,337.1,267.7,184.9,205.2,192.1,80.1,91.8
2018-05-11,117.6,115,219.7,304,27.8,334.4,269.6,192.2,202.5,210.3,79.3,90.1
2018-06-11,111.7,111.6,215.4,300.2,26.4,310.1,265,194.7,204.5,214.8,79.1,93.1
2018-07-11,97.3,96.3,199.4,293.9,19.5,258.4,253.7,184.9,190.9,205.4,82.9,93.4
2018-08-11,84.9,87.3,192.7,263.7,17.4,224.1,241,187.2,189.4,197.2,76.4,92.2
2018-09-11,98.2,93.8,205.1,259.9,21.9,239.3,247.5,194.2,192.4,210.8,75.2,91.1
2018-10-11,111.4,103.7,215.8,260.7,25.3,257.6,252.9,190.6,190.6,215.5,72.9,96.5
2018-11-11,106.8,103.4,218.1,263.3,25.3,268.5,257.8,191.6,187.2,206.8,72.9,92.7
2018-11-12,111.1,110.7,222.9,267,26.9,290,261.4,189.7,181.1,219.1,74,88.9
2018-11-13,110.2,112.5,242.3,270,27.2,303.2,263,189.1,177.2,220.2,69.6,87.9
2018-11-14,108,107,229.5,265.9,26.7,309,267,190,177.5,220.1,68.5,85.5
2018-11-15,106.1,113.1,232.2,266.7,25.7,319.1,267.7,182.9,177.3,219,69.5,84.4
2018-11-16,110,113.8,230.7,264.8,27.7,316.9,267.7,180.5,179.3,213.8,71.1,85.7
2018-11-17,109.4,114.3,229.7,263,27.6,321,269.1,179.2,178.4,218.7,69.4,86.5
2018-11-18,108.5,105.1,225.8,259,26.2,315,268.4,175.6,174.7,205,68.2,86.7
2018-11-19,113.2,112.8,225.8,261.4,27.7,330.3,269.4,181,176.4,203.1,69.4,87
2018-11-20,116.8,116,226.8,269.4,27.8,327.1,271.2,182.4,179.1,204.3,70,86.3
2018-11-21,115.3,116.9,227.1,270.4,28.3,331.5,272.3,174.9,176.7,205.3,70.8,86.3
2018-11-22,114.3,118.7,230.1,267.2,28,338.7,271.5,165.8,177.7,194.8,71.5,83.2
2018-11-23,113.8,116.6,233,264.6,28.2,337.5,271.1,166.5,176,192.8,68.8,86
2018-11-24,118,115.6,230.7,262.9,27.8,335.2,269.7,167.9,173.9,193.4,68.3,83.5
2018-11-25,116.1,108.4,225.5,259.3,25.7,324.1,267.2,165.1,169.6,186.1,68.5,82.5
2018-11-26,124.4,116.3,230.5,257.2,27.1,334.2,265.9,167.2,169.3,199.5,69.6,84.6
2018-11-27,124.2,121.5,230.9,244.4,28.2,330.8,265.8,167.7,170,201,69.8,87
2018-11-28,126.2,122.7,231.5,267.5,28.9,326.7,257.8,172.2,169.9,203.5,69.1,86.4
2018-11-29,126.2,121.9,227.8,259.6,28.2,329.5,258.6,172.6,170.2,206.5,68.5,85.5
2018-11-30,123.5,124.7,230.8,263.5,28.6,331.4,259,174.7,167.7,211.3,73.3,85.6
2018-12-01,126.2,125.4,228.9,260.4,27.1,327.4,257.3,172.5,166.7,209.4,72.4,82.8
2018-12-02,123.3,116.1,225.6,249.9,25.3,311.8,257.1,169.3,160.6,195.6,68.4,81.6
2018-12-03,123,123.5,229.4,253.5,27,324.3,258.4,168.3,167.9,209.3,69.7,75.7
2018-12-04,127.7,128.2,230.6,257.3,27.4,327.4,257.8,166,169,207.2,68.2,71.2
2018-12-05,132.5,129.7,234.3,257.4,28,324.2,259.9,164.4,172.2,204.2,71.6,77.8
2018-12-06,134.7,129.8,234.5,258.3,28.1,328.5,259.7,169.9,171.4,207.5,68.6,72.8
2018-12-07,133.3,130.7,217.2,260.9,28,330.5,258.4,171.6,150.9,209.6,72.7,69.9
2018-12-08,136.2,129.1,228.9,258.6,28.2,328.5,257.8,173.6,160.8,205.2,72.3,70
2018-12-09,132.1,120,229.9,255.3,26.2,313.4,255.2,169,164,193.9,73.6,69.5
2018-12-10,124.7,125.3,231.9,257.7,28.3,324.4,251.5,173.5,169.3,206.5,71.2,72.3
2018-12-11,121.3,126.8,237.2,261.1,28.1,328.6,252.1,173.4,174.1,209.3,72.4,72.3
2018-12-12,122,113.5,224.7,258.1,29.1,323.2,248.3,174.9,171.2,211.5,71,75.4
2018-12-13,123.9,114.3,224.3,255.8,28.8,318.5,248.9,172.4,172.9,213.7,71.5,76.9
2018-12-14,115.4,118.1,229.9,267.6,29.3,314.9,250.2,170.2,166.9,212,72.1,69.9
2018-12-15,121,120.2,228,257.9,29,317.7,250.3,166.9,171.8,203.5,70.6,75.9
2018-12-16,118,111,224.5,263.7,26.7,306.4,245.9,154.3,166.8,187.9,74.9,77.5
2018-12-17,118.9,119.9,233.8,272.7,28.1,318.2,249.2,135.4,150.2,199.3,75.1,63.4
2018-12-18,120.4,124.6,224.3,276.7,27.9,319,250.2,149.1,147.9,200.9,57.2,61
2018-12-19,119.3,129.2,235.3,276.2,28.5,317.6,252.4,152.2,162,200.8,65.6,74.6
2018-12-20,121.6,127.6,235.4,278,28.8,324,252.6,153.8,169.4,207.5,66.8,70.2
2018-12-21,118.3,128.9,237.2,277.5,28.8,327.2,254.8,161.5,173.5,211.1,71.2,68.3
2018-12-22,119.8,127.6,237.2,280.5,29.8,326.5,256.1,161.9,173.2,204.9,69.2,70.4
2018-12-23,112,119.1,229.1,280.1,27.9,316,254.6,159.3,174,190.2,70.8,67.9
2018-12-24,110,125.5,237.9,276.6,28.6,324.7,257.5,162.5,178.8,204.6,70.3,70
2018-12-25,96.3,129,238.7,287.9,29.4,324.1,259.9,161.5,180.6,206.8,69,71.9
2018-12-26,123.2,130.3,240.5,289.1,30.9,318.7,260.1,165,184,214.4,73.3,70.6
2018-12-27,117.8,131.2,241.2,286.5,31.2,322,258.7,167.1,190.3,213.2,72.4,69.7
2018-12-28,119.6,130.6,242.4,295.8,31.6,319.4,257.9,166.9,188.5,211.2,73.8,67.9
2018-12-29,119.2,128.6,240.7,290.7,30.6,317.3,256.4,165.6,184,204.8,72.1,68.2
2018-12-30,106.1,120.3,237,291.5,29.2,309.6,255.2,160.5,178,192.1,74.7,68.1
2018-12-31,110.9,125,236.6,291.2,30.1,316.8,258.3,163,179,203.1,76.8,71.5
2019-01-01,109.2,123.4,238.3,295,30.4,312.4,257.8,155.6,178.6,199.3,77.6,70.5
2019-01-02,108,125.5,239.8,285.2,30.6,315.8,258.8,159.9,183.1,200.3,76.2,71.2
2019-01-03,103.8,127.2,239.9,291.4,30.1,323.1,258.9,163.1,183.6,204.2,77.4,80.7
2019-01-04,113.6,126.5,236.5,290.7,30.5,326.3,259.8,165.9,186,208.5,77.7,81.5
2019-01-05,108.4,124.6,234.2,289.5,30.7,325.2,260.4,165.5,185.8,204.8,74.5,74.9
2019-01-06,99,106.3,235.2,279.5,28,312.2,257.3,162.6,179.3,195.7,76.5,72.9
2019-01-07,108.1,123.5,239.9,274.4,29.9,320.3,253.2,163.5,179.9,207.6,71.7,71.6
2019-01-08,112.7,131.5,242.1,289.2,30.1,323.3,256,163.3,182,207.5,74.6,70.4
2019-01-09,113.5,131,243.4,289.2,30.3,322.5,257,161.2,180.5,206,74.9,68.9
2019-01-10,113.8,129.9,238.3,292.5,30.6,324.8,257.9,164.6,182.2,213.3,78.6,68.3
2019-01-11,115,131.2,244,293.3,30.4,329.5,258.1,165,183.5,219,77.4,70.8
2019-01-12,112.8,130.2,234.2,291.9,29.9,327.3,259,162.8,179.3,215.2,74.4,71.2
2019-01-13,107.4,116.6,233.9,285.5,27.3,315.6,253.7,161.7,178.7,201.9,75.7,68.3
2019-01-14,108.1,126,231,282.8,28.5,256.6,250.5,159.1,179.7,210.7,76.7,71.5
2019-01-15,116.9,131.7,237.6,295.3,25.8,282.7,249.2,151.4,171.6,204.2,74.5,71.9
2019-01-16,118,132,240.9,291.3,30.3,316.4,251.6,151.2,174,212.2,73.9,73.8
2019-01-17,120.1,131.3,244.1,293.4,29.7,327.5,251.9,157,178.2,215.5,75.3,71.8
2019-01-18,119,132.4,241.1,294.9,29.9,329.8,253.4,163.4,182.1,215.6,76.7,72.8
2019-01-19,114.9,129.5,242,293.8,29.3,329,250.8,165.2,182.5,211.7,75.1,74
2019-01-20,109.1,118.6,239.6,280,25.3,321.9,250.8,163.4,181.2,197.4,76.2,73.3
2019-01-21,102.8,115.2,225.2,259.4,29,333.9,243.7,165.2,181.9,211.9,75.3,67.6
2019-01-22,92.4,97.9,208.1,231.2,27.7,329.3,238.3,166.6,184.4,216.2,75.8,81.9
2019-01-23,105.3,118.9,227,242.7,29.3,327.6,241.9,167.5,185.8,216,68.7,81.8
2019-01-24,104,118.3,224.8,259.8,29.8,327.4,235.6,169.7,184,218.7,63.7,73.5
2019-01-25,105.3,113.7,219.2,246.2,29.9,322.5,218.1,169.7,176.9,219.4,71.2,75.4
2019-01-26,95.3,107.2,221.5,239,25.5,297.7,214.8,168.6,157.7,202.8,69,84.1
2019-01-27,97.9,103.7,221.8,249.1,26.9,300.2,222,162.7,140.1,197.3,69.8,82.2
2019-01-28,104.6,118.9,232.8,261.4,29.6,317.3,228.3,149.2,141.7,205.3,72.2,82.3
2019-01-29,109.7,125.6,236.7,264.7,30.2,322.3,233.3,148.1,157,204.5,72.6,80.3
2019-01-30,112.8,129.1,237,272.5,31.5,321.8,235.5,151.5,162.6,211.1,74.7,76.4
2019-01-31,110.7,126.4,235.2,272.5,30.9,326.9,237,150.5,166.8,213,73.6,75.6
2019-02-01,109.5,125.1,236.6,268,30.4,322.6,237.1,159.5,167.8,217.6,73.3,73.5
2019-02-02,106.7,127.3,234.3,270,29.8,319.9,238.5,160.8,169.7,212.9,74.1,74.4
2019-02-03,101.5,118.2,232,264.3,27.4,312.3,235.3,159.1,172.1,200.4,74,73.3
2019-02-04,102.8,123.4,229.6,268,29,326.3,237.7,164,174,213.1,73.5,74.2
2019-02-05,105.2,126.5,239.7,274.7,30.4,332.1,239.3,166.7,180,218.6,74.3,72.9
2019-02-06,105.8,125.3,234.3,259.3,29.7,327.1,236.5,165.9,183.6,223.4,75,74.8
2019-02-07,92.4,129.7,226.4,221.2,26.2,320.1,213.7,169.2,187.4,223.3,73.4,73.6
2019-02-08,100.2,115,234.3,231,26.2,320.1,226.3,172.9,188.7,229.9,55.7,74.9
2019-02-09,104.3,120,229.4,248,28.6,314.9,230.6,172.6,185.4,215.2,55,72.4
2019-02-10,97.3,111.6,227.8,252.2,27.6,301,231,167.2,182.5,205.1,70.3,72.1
2019-02-11,101.4,118.1,233.3,256.7,28.4,316.8,231.6,172.2,190.9,207.9,70.9,72
2019-02-12,105.8,123,236.5,257.5,29,323.4,236.3,174.8,193.1,212.3,72.1,73.7
2019-02-13,104.8,122.9,236.6,267,28,324.3,236.7,174.5,192.6,219.5,68.5,74.1
2019-02-14,102.9,111.5,227.5,246.1,27.5,328.1,213.6,174.2,194.7,223.2,69.8,83.9
2019-02-15,105.3,116.5,230.5,236.4,26.9,324.4,198.8,175.9,192.1,226.2,70.8,83.6
2019-02-16,103.6,118.4,233.4,246,28.3,320.9,210.3,178.1,189.8,226.8,66.3,68.2
2019-02-17,98.7,107.4,227.8,250.5,27.9,311.7,216.8,184.3,194.5,210.2,68.4,74.9
2019-02-18,96.6,115,217.7,256.7,29,324.5,218.2,190.1,195.8,220.3,70,74.6
2019-02-19,96.3,116.6,232.5,257.1,27.3,327.9,223.4,192.8,203.3,233.1,68.5,76.8
2019-02-20,101,116.2,231.1,261.5,29,329.9,227.2,187.7,205.3,234.9,69.4,77
2019-02-21,97.9,113.4,233.4,263.7,30.8,335.8,222.8,193.6,205.5,231.5,71.1,78
2019-02-22,102.1,118.2,235,263.8,27.5,335.9,231,192.6,212.4,229,73,80.6
2019-02-23,102.4,119.6,235.3,265.3,28.3,328.5,232.4,191.9,211.4,228.6,70.6,83.1
2019-02-24,98.4,110.4,231.4,263.6,24.7,313.7,229.2,190.2,209.9,215.4,73.1,82
2019-02-25,101.8,117.4,232.4,261.4,28.6,326.2,226.5,190.1,217.3,235.1,72.5,76.4
2019-02-26,100.3,117.4,228.8,259.6,29.8,319.2,223.9,194.2,218.5,234.5,73,75
2019-02-27,101.6,117.2,222.5,241.9,30.8,314.6,212,199.6,219.5,237.7,62.3,77.4
2019-02-28,101.6,117.2,222.5,241.9,30.8,314.6,212,196.8,215.5,246.3,63.8,75.9
2019-03-01,106.8,123.7,231.3,268,29.5,322.6,222.6,192.9,218.9,251.6,69.1,75.3
2019-03-02,105.9,111.9,223.6,258,30.4,322.6,223.5,190.8,214.6,247.3,70.7,86.2
2019-03-03,93.1,95,212,230,26.9,319.7,203.8,189.7,218.4,222.6,71.3,86.8
2019-03-04,99.2,107.6,225.1,247.7,27.7,317.1,210.6,190,220.9,237.1,67.6,88.8
2019-03-05,102.9,116.5,225.9,252.8,28.2,327,216.8,192.6,225.7,239.4,71.9,81.4
2019-03-06,107.7,121.2,226,258.1,29.3,330.1,218.2,193,218.5,242.5,71.4,79
2019-03-07,112.8,125.1,233,262.7,28.2,336.8,219.5,201,218.7,240.4,73.1,78.6
2019-03-08,114.1,125.6,228.5,269.8,28.7,337.4,219.1,199.4,223.4,243.4,71.7,80.9
2019-03-09,111.7,124.3,227.1,267.3,28,332.8,216.5,197.4,215.9,244,70.8,85.1
2019-03-10,112.3,116.8,217.2,273.1,25.1,325.8,217.7,195,220.5,231.5,73.3,83.3
2019-03-11,106.3,118.8,222.7,276.5,28.1,333.7,218.8,196.6,223.7,244.2,75.2,88.4
2019-03-12,110.6,122.5,230.4,280.6,28.1,334.4,222,199.2,220.4,248.9,75.2,88.8
2019-03-13,111.8,125.2,225,283.1,29.9,330.9,219.1,198.1,220.9,247,77.2,86.2
2019-03-14,107.5,115.7,219.4,271.5,29.2,332.3,212.2,197.4,228,247.8,76.4,86
2019-03-15,111,118.4,218.2,278.8,29.1,334.5,210.7,197.4,229.3,249.9,78,85.5
2019-03-16,116.5,122.6,220.9,289.1,28,334.3,212.6,196.6,229.4,242.1,79.4,84.3
2019-03-17,116.9,114.9,215.3,288.7,25.2,327,199.5,192,224.4,230,78.2,81.3
2019-03-18,124.5,123.4,220.5,289,26.6,342.9,203.6,192.4,225.2,247.7,76.7,75.7
2019-03-19,130.5,127,218.3,297,26.9,341,207.8,196.9,229.8,252.8,78.3,85.3
2019-03-20,124.2,121.7,211.7,295.8,26.4,326.8,205.1,197.8,231.2,250.4,76.4,85.1
2019-03-21,115.1,98.4,187.8,274.1,18.9,256.6,186.3,193.1,218,247.6,72.9,81.6
2019-03-22,114.6,109.1,199.1,268.5,21.7,300,193,196.4,225.6,248.4,74.6,80
2019-03-23,119.6,114.1,208.2,267.7,25.5,333.3,198.8,200.7,224.6,249.4,75.5,83.3
2019-03-24,117.9,113.6,211.1,279.9,24.6,333.7,200.9,195.8,222,240.6,77.1,84.9
2019-03-25,118.3,117.7,209.5,291.7,26.9,351.5,199.3,197.7,223.9,252.5,79.5,87.1
2019-03-26,123.5,123.4,216.3,279.4,26.2,355.6,200.8,197.6,229.2,273.3,62.1,98.4
2019-03-27,126.9,124.6,215.4,297.6,26.7,357.6,203.1,198.1,226.8,256.3,72.8,98.7
2019-03-28,129.8,126.3,214.8,308.6,25.5,364.6,204.8,198.8,225.6,254.3,78.7,90.5
2019-03-29,131.5,129.4,222.9,317.9,25.6,366.5,205.8,199.6,227.8,255.8,81.5,90.8
2019-03-30,130.8,127.6,220.4,320,25.1,366.4,208.4,200.4,229.1,253.5,84.1,91.3
2019-03-31,121.4,113.9,217.5,292.2,23.1,350.5,202.5,196.7,219.1,232.7,85.1,83.1
2019-04-01,124.3,117.9,213.8,311.1,24.9,359.3,205.9,195.1,218.5,243.7,75.7,81.3
2019-04-02,124.4,124,216.6,320.1,24.7,366.9,206.3,195.8,225.3,247.8,83,95.3
2019-04-03,130.8,126,220.4,322.8,25.4,370.5,208.1,196.5,227.7,248.6,82.9,105.7
2019-04-04,129.4,127.3,218.4,331.4,25.8,377.4,209.8,197.6,219.5,246.5,85,112.3
2019-04-05,132.1,129.7,205.6,336.7,26.2,379.8,205.2,197.3,212.5,242.8,85.4,113
2019-04-06,132.1,128.4,207,334.6,27,377.2,203.3,186.1,207.2,226.7,70,111.6
2019-04-07,120.4,111.2,201.4,287.3,24.3,362.5,200.1,181.9,197,218.6,61.7,95.1
2019-04-08,119,116.7,197.5,316.2,25.4,378,197.6,191.4,204,235.1,79.5,85.9
2019-04-09,126.8,126.8,211.3,331.6,26.2,379.7,210.4,194.1,206.7,228.9,70.9,83.2
2019-04-10,125.9,129.4,215.1,340.6,25.3,379.9,212.3,195.9,205.5,233.5,75,89
2019-04-11,126.3,131.2,215.6,345.6,25.2,386.5,212.8,175,192.6,234.8,85.6,89.5
2019-04-12,126.1,127.1,210.6,347,26.7,389.4,211.5,192,190.1,239.3,89.7,89.3
2019-04-13,123.5,126.3,216.6,347.1,26.8,383.1,213.7,191,187.4,237.8,90.8,91.4
2019-04-14,114.7,116.6,213,340.1,24.8,369,211.1,192.4,198.2,223.6,85.3,93.6
2019-04-15,118.1,127.4,205.8,351,23.2,379.8,202.9,193.5,195.2,243.1,92.8,95.1
2019-04-16,95.9,95.5,159.2,284.6,25.3,359.3,176.6,193.9,193.8,249.3,88.5,93.8
2019-04-17,100.7,98.7,146.4,251.5,26,335.8,154,193.9,189,241.5,69.1,90.5
2019-04-18,98.6,106.5,168.3,269.9,25.8,355.9,181,195.6,186.3,217,81.1,91.2
2019-04-19,104.6,114.3,178.1,301,26.6,358.8,192,193.5,173.3,220.7,86.6,80.7
2019-04-20,112.8,116.2,187.2,315.6,26.1,367.5,200.5,187.8,167.9,228.6,89.8,79.9
2019-04-21,108.5,110.9,190.4,320.3,22.5,363.6,201.3,178.1,164.6,216,92.3,80.9
2019-04-22,122.1,128.2,205.5,342.3,25.4,381.2,206.1,177.6,161.6,235.4,93.5,79.9
2019-04-23,129,138.6,216.8,362,26,359.9,212,178.2,164.1,230.6,89.4,90.8
2019-04-24,108.6,141.7,221.1,380.7,24.8,379.2,216.4,186.1,171.1,233.1,98.1,92
2019-04-25,126.4,144.5,226.7,387.1,25.4,387.3,219.3,189.3,176,241.9,99.8,95.4
2019-04-26,132.7,146.7,226.5,387.1,27.5,392.9,221,193.3,176.9,236.5,99.6,96.5
2019-04-27,133.3,143.3,228.3,364,28.1,389.6,221,193.3,176.9,236.5,99.6,96.5
2019-04-28,126.3,132.9,224.7,358.7,25.7,375.4,217.3,189,171.1,219.1,94.2,94.6
2019-04-29,136,150.5,227.2,395.8,27.3,391.4,219.7,194.9,175,230.1,101.7,97.1
2019-04-30,132.5,154.7,231.6,410.9,27.6,385.3,219.7,193.7,177.3,214.8,105,98
2019-05-01,134.3,155.2,232.4,408.7,25.7,380.2,218.4,176.4,160.9,180.6,102.1,97.1
2019-05-02,135.9,143.2,229.6,373.4,26.2,380.6,219.8,172.4,165.2,209.6,100.1,87.7
2019-05-03,141.2,138.9,226.9,341.6,27,379.4,212.8,181,168.4,223.4,82.8,51.1
2019-05-04,144.5,148.6,222.4,393.3,26.9,377.9,210,189.4,168.8,224.5,80.4,55.8
2019-05-05,139.6,141.8,223.8,365.3,24.7,362.8,208.6,189.8,163,215.5,87.9,62
2019-05-06,150.1,156.6,223.1,380.9,26.7,373.2,208.7,196.6,169.7,236.2,88.1,66.7
2019-05-07,156.9,165.3,230.6,395.5,27.4,379.4,209.7,196.5,174.8,226.9,92.8,74
2019-05-08,169.9,169.2,239.3,408.6,28.4,373.5,210.6,195.6,174.5,220.8,98.6,80.3
2019-05-09,168.9,170.7,242,419.6,28,376.2,213.5,201.7,172.5,228.3,100.3,82.2
2019-05-10,152.1,162.2,241.7,432.3,28.5,374.2,217.3,205,175,236.2,105.7,83.3
2019-05-11,152,162,227.1,424.5,28.6,370.7,213.2,199.1,167,232.3,106.1,87.7
2019-05-12,162.4,158.8,205,414.8,25.8,364.2,206.1,194.3,154.8,214.9,105.7,83.5
2019-05-13,156.3,152.5,215.5,399.9,27.7,378.4,200.3,193.3,167.1,219.6,104.2,91
2019-05-14,151.4,152.1,212.5,405.6,28,378.9,208.4,197,169.7,223.6,100.3,81.6
2019-05-15,153.8,150.7,221.5,401.4,29.6,376.5,213.9,196.7,170.1,225.7,100.2,81
2019-05-16,151.1,151.4,211.8,404.7,28.2,377.8,215.3,197.6,170.1,225,99.5,82.2
2019-05-17,137.9,143.5,192.2,394.2,28.2,374.3,216.6,197.4,175.9,222.2,103.1,90
2019-05-18,136.9,137.8,194.9,364.1,27.2,371.8,213.3,197.7,173.4,220.9,103.6,94.9
2019-05-19,134.9,141.2,211.2,400.3,23.7,360.5,211.6,196.5,166.2,211.5,106.3,92.6
2019-05-20,146.2,158,226.8,412.7,27.9,382.1,219.1,193.1,172.2,225.8,106.2,93.9
2019-05-21,158.9,167.3,230.7,413.5,29.2,387.9,222.8,201.7,173,221.7,107.3,85
2019-05-22,169.5,171.5,233.6,428.3,13.1,384.3,225.1,202.5,171.3,219.4,105.8,81.5
2019-05-23,161.7,164.4,240.3,442,29.4,391.1,227.8,202.5,175.1,218.9,96.5,94.3
2019-05-24,139.4,147.7,234,398.2,28.8,388.3,223.8,199.9,172.5,205.3,104.7,92
2019-05-25,142.4,156,238.8,406.1,29.1,384.8,223.5,201,172.6,194.1,102.3,91
2019-05-26,150.2,151,239.8,414.7,26.6,372,219.1,199.1,171.1,176,101,90.7
2019-05-27,155.9,165.3,248.1,28.9,385.7,224,197,176,194.9,194.9,105.3,96.5
2019-05-28,166.3,173.6,257.9,29.4,391.1,227.4,201,181.8,214.1,214.1,108.7,89.5
2019-05-29,175.9,179.3,256.2,29.2,389.9,226.3,197.1,186.6,206.3,206.3,107.7,86.6
2019-05-30,183.6,185.9,250,30.3,394.1,226.4,183.2,177.5,213.1,213.1,92.4,91.6
2019-05-31,188.8,189.1,255.7,30.5,392.8,226.6,196.3,181.2,212.7,212.7,80.5,96.6
2019-06-01,186.4,188.4,261.6,28.8,393,223.9,197.3,170.9,198.9,198.9,99.7,96.8
2019-06-02,186.9,182,260.2,27,376.2,215.2,194.2,167,184.8,184.8,88.8,85.8
2019-06-03,181.3,189.3,261.8,30.3,390.7,216.9,174.6,154.4,175.5,175.5,93.8,80.5
2019-06-04,162.6,184.2,268.1,28.1,394.8,223,183.4,154.8,197.4,197.4,104.1,88.1
2019-06-05,186.4,189.4,271.3,30.4,387.9,227.5,193.4,168.2,199.3,199.3,109.2,89.1
2019-06-06,198.8,185.1,270.4,29,395,227.6,184.1,160.9,175.5,175.5,104.2,81.3
2019-06-07,186,183.5,275.2,30.6,400.8,223.5,187.5,159.9,179.1,179.1,104.5,89.4
2019-06-08,190.3,187.4,271,30.1,398.1,219.8,187.2,144,180.8,180.8,107.1,88
2019-06-09,188.4,179.9,264.9,26.8,387.1,219.9,189.7,156,173.7,173.7,105.8,91.6
2019-06-10,203.3,194.8,269.8,29.3,398,221.9,181,165.1,187.2,187.2,96.9,94.2
2019-06-11,210.1,199.8,278,30.1,398,225.2,191,169.3,185.6,185.6,90.2,105.6
2019-06-12,185.6,176.2,265.9,29.2,368.3,221.2,197.3,169.2,179.2,179.2,87.6,102.9
2019-06-13,228.6,185.3,244.4,30.2,302.6,210.1,198.4,168.5,178.9,178.9,86.7,82.2
2019-06-14,256,203.2,257.8,30.8,328.7,211.2,198.7,169.8,190.3,190.3,108.2,92.3
2019-06-15,240.2,201.3,257.9,31.1,342.9,203.4,201.8,168.4,198.1,198.1,106.1,87.1
2019-06-16,237.6,165.9,223.1,27.8,325.4,191.1,197.6,166.4,192.8,192.8,110.7,77.4
2019-06-17,232,169.4,235.1,29,330.9,195,193.4,166.1,218.2,218.2,108.7,87.4
2019-06-18,206.1,140.6,223.7,29.4,316.1,202.7,197,171,217.5,217.5,106.4,82.8
2019-06-19,246.5,172.2,208.5,29.6,319.2,187.8,204,172.7,218.4,218.4,106.7,92.9
2019-06-20,228.4,179.9,224,29.8,338.8,196.1,195.3,170.2,218.4,218.4,108.4,102.3
2019-06-21,242.1,189.3,228.2,30.1,352,203.1,183,149.4,203.3,203.3,109.2,82.2
2019-06-22,263.8,197.7,241.8,30.4,354.3,198.1,183,149.4,203.3,203.3,80.4,79.8
2019-06-23,259.3,196.1,240.1,28.2,335.9,189.1,169.6,144.8,182.3,182.3,97.7,84.3
2019-06-24,249.8,197.7,240.6,28.7,340.6,190.4,176.2,151.8,191.5,191.5,109.3,91.1
2019-06-25,250.6,209.8,242.9,29.1,334.7,195.1,178.1,156.6,199.2,199.2,113.8,92.9
2019-06-26,274.1,219.4,248.5,30.8,330.8,192.8,179,162.2,198.1,198.1,99.1,97.7
2019-06-27,269.4,219.1,249.5,31.3,340.2,191.7,178.2,165.6,198.2,198.2,95.6,96.4
2019-06-28,282.7,219.7,254.7,31.7,331.8,188.4,185,163.5,195.2,195.2,103.1,88.4
2019-06-29,281.5,224.5,255.7,31.5,328.2,187.4,184.6,147,191.8,191.8,101.1,90.4
2019-06-30,286,211.8,246.4,28.5,319.5,171.4,174.3,136.3,170.3,170.3,100.3,88.4
2019-07-01,290.1,228.1,247.9,454.3,29.6,330.7,172.7,169.9,144.8,184.6,104.7,76.5
2019-07-02,282.1,223.9,237.5,441.3,30.6,339,167.2,171.9,145.5,192.6,92.6,74.6
2019-07-03,300,237.2,242.7,433.9,31.8,331.1,156.6,171.4,146.3,195.9,99.3,80.4
2019-07-04,289.9,208.2,237.3,441.2,30,318.1,161.1,179.4,152.5,195.4,106.2,81.6
2019-07-05,284.4,205.8,220.9,403,29.9,322.7,157.7,169.3,152.5,191.5,107.8,81
2019-07-06,271.4,210.4,218.1,364.9,29.9,321.8,154.9,179.4,150.4,183.5,101.6,79.7
2019-07-07,270,199.5,201.3,377.9,25,305.1,157.1,175.1,147.3,172.9,83.7,80.6
2019-07-08,291.7,214.9,218.1,368.4,28.1,331.7,160.3,182.5,155.9,188.5,78.9,84
2019-07-09,268.9,207.9,225.8,325.6,28.2,340.4,165.3,188.4,164.2,195.2,69.9,85.1
2019-07-10,262.6,210.1,239.7,318.3,29.8,344.5,174.2,185.9,166.6,188.8,76.5,89.5
2019-07-11,244.6,214.6,242.6,313.4,29,354.4,180.9,187.1,163.8,190,59.2,88.3
2019-07-12,234.5,212.3,249.6,339.7,29.8,362.9,189.1,189,169.9,196.5,69.9,89.7
2019-07-13,215,207.1,252.4,363.5,27,364.6,194.2,184.1,166.9,196.1,70.2,90.6
2019-07-14,174.4,192.3,247.6,370.5,25.3,346.8,193.3,171.8,170.2,182.3,71.2,92.4
2019-07-15,166,175.3,256.5,353.6,28.3,362.2,202,172.3,174.7,194.8,89.3,107.6
2019-07-16,133.7,157.5,264.3,331.6,28.3,368.8,209.7,178.1,182.5,201.1,95.7,103
2019-07-17,147.9,147.1,261.6,363.8,29.1,372.6,216.6,181.9,185.7,202.6,97.7,91.6
2019-07-18,177.2,148.6,245.1,390.3,29.3,379.3,218.7,179.2,183.3,199.3,104.5,101.1
2019-07-19,192.9,171.8,240,407.1,29.5,390.7,218.6,169,182,195.4,106.1,96
