Date,Open,High,Low,Close,Adj Close,Volume
01-01-1997,49.629627,50.222221,49.629627,49.933334,16.089663,22275
02-01-1997,48.888889,49.325924,48.74815,49.185184,15.848588,16875
03-01-1997,48,50.222221,48,49.851852,16.063406,143100
06-01-1997,49.629627,49.925926,49.200001,49.807407,16.049088,47925
07-01-1997,49.637035,49.866665,48.562962,49.59259,15.979868,50625
08-01-1997,48.170368,50.370369,48.170368,50.118519,16.149334,288900
09-01-1997,49.637035,50.666664,49.637035,50.511112,16.275837,39150
10-01-1997,51.555553,53.333332,51.555553,53.237038,17.154192,97200
13-01-1997,53.037037,54.518517,52.444443,53.555553,17.256824,158625
14-01-1997,53.925926,54.222221,51.555553,52.111111,16.791389,63450
15-01-1997,52.518517,54.814816,52.518517,54.807407,17.6602,205200
16-01-1997,54.814816,55.25185,52.59259,53.303703,17.175669,164700
17-01-1997,52.814816,53.31852,51.111111,51.74815,16.674438,67500
20-01-1997,51.851852,52.296295,50.977776,52.148148,16.803328,62100
21-01-1997,51.851852,52.148148,51.185184,51.688889,16.655338,116775
22-01-1997,52.148148,54.370369,52.148148,53.65926,17.290245,388800
23-01-1997,53.65926,53.65926,53.65926,53.65926,17.290245,0
24-01-1997,53.037037,55.59259,52.888889,54.962963,17.710321,296325
27-01-1997,56.888889,57.777779,54.599998,56.333332,18.151886,539325
28-01-1997,56.444443,58.074074,55.866665,57.488888,18.524235,1574100
29-01-1997,57.629627,58.355556,56.740742,56.955555,18.352381,610200
30-01-1997,57.777779,57.777779,55.674072,56.155556,18.094606,164700
31-01-1997,55.518517,56.222221,54.814816,55.407406,17.853533,251775
03-02-1997,54.814816,54.814816,53.718517,54.422222,17.536085,83700
04-02-1997,53.792591,54.814816,53.777779,54.148148,17.447767,250425
05-02-1997,54.074074,56.888889,54.074074,55.888889,18.00868,822150
06-02-1997,55.703705,57.088886,55.68148,56.081482,18.070736,354375
07-02-1997,56.814816,56.814816,55.703705,55.777779,17.972878,151875
10-02-1997,55.422222,56.296295,55.222221,55.703705,17.949009,117450
11-02-1997,55.703705,56,55.562962,55.792591,17.977648,72900
12-02-1997,56.296295,56.296295,55.57037,55.733334,17.958555,63450
13-02-1997,56.266666,56.555553,55.814816,56.266666,18.130407,203850
14-02-1997,56.111111,56.629627,56.111111,56.511112,18.209169,223425
17-02-1997,56.303703,58.074074,56.303703,57.644444,18.57436,1076625
18-02-1997,57.555553,58.518517,56.59259,57.977776,18.681763,1137375
19-02-1997,57.185184,57.533333,55.562962,57.037037,18.378639,186975
20-02-1997,56.548149,57.185184,56.385185,57.096294,18.39773,174825
21-02-1997,56.740742,56.851852,56,56.585186,18.233038,155250
24-02-1997,56.022221,56.059258,55.125923,55.607407,17.917978,953100
25-02-1997,55.296295,56,54.822224,55.651852,17.932304,286875
26-02-1997,55.111111,56.444443,55.111111,56.185184,18.104151,1071225
27-02-1997,56.444443,57.037037,55.740742,56.422222,18.180536,296325
28-02-1997,57.037037,58.333332,56.59259,57.22963,18.440697,213300
03-03-1997,59.407406,61.185184,58.970371,60.022221,19.340534,531900
04-03-1997,59.725925,61.48148,59.444443,61.140739,19.700945,645975
05-03-1997,62.807407,63.703705,60.444443,61.059258,19.674688,488700
06-03-1997,60.740742,61.48148,60.444443,60.711109,19.562506,551475
07-03-1997,60.711109,60.711109,60.711109,60.711109,19.562506,0
10-03-1997,59.259258,59.703705,57.488888,58.333332,18.796333,360450
11-03-1997,58.074074,58.355556,54.311111,56.370369,18.163818,469800
12-03-1997,56.444443,58.237038,56.444443,57.155556,18.416828,112725
13-03-1997,57.333332,58.222221,57.037037,57.903702,18.657892,281475
14-03-1997,56.814816,57.629627,55.555553,57.377777,18.488428,219375
17-03-1997,56.962963,59.259258,56.962963,57.57037,18.550486,283500
18-03-1997,57.48148,57.629627,57.259258,57.496296,18.526625,487350
19-03-1997,57.629627,57.925926,57.48148,57.74815,18.607775,288225
20-03-1997,57.037037,58.48148,57.037037,58.088886,18.717569,290925
21-03-1997,57.777779,59.259258,57.651852,58.377777,18.810654,553500
24-03-1997,58.377777,58.377777,58.377777,58.377777,18.810654,0
25-03-1997,58.222221,58.518517,57.629627,57.866665,18.645966,1117125
26-03-1997,57.333332,57.925926,57.333332,57.755554,18.610159,569025
27-03-1997,57.081482,57.325924,57.037037,57.185184,18.426373,121500
28-03-1997,57.185184,57.185184,57.185184,57.185184,18.426373,0
31-03-1997,54.111111,54.274075,53.185184,54.096294,17.431059,636525
01-04-1997,53.925926,57.037037,53.925926,56.792591,18.299871,614250
02-04-1997,56.785187,57.037037,56,56.68148,18.264065,64125
03-04-1997,56.34074,57.185184,56.34074,57.044445,18.38102,95175
04-04-1997,57.037037,57.037037,56.555553,56.688889,18.266457,43875
07-04-1997,56.59259,56.948147,55.703705,56.066666,18.065962,87750
08-04-1997,56.066666,56.066666,56.066666,56.066666,18.065962,0
09-04-1997,53.333332,57.037037,53.333332,56.881481,18.328518,208575
10-04-1997,56.31852,57.185184,56.303703,56.962963,18.354771,209250
11-04-1997,56.148148,56.881481,56.148148,56.688889,18.266457,68850
14-04-1997,56.688889,56.688889,56.688889,56.688889,18.266457,0
15-04-1997,57.185184,60.296295,56.740742,57.59259,18.557646,343575
16-04-1997,57.59259,57.59259,57.59259,57.59259,18.557646,0
17-04-1997,57.777779,57.925926,57.185184,57.696297,18.591068,856575
18-04-1997,57.696297,57.696297,57.696297,57.696297,18.591068,0
21-04-1997,57.48148,59.333332,57.42963,59.237038,19.08753,1604475
22-04-1997,58.807407,59.259258,58.392593,59.133331,19.054106,139050
23-04-1997,59.703705,60.740742,58.577778,60.266666,19.419296,1265625
24-04-1997,60.585186,60.740742,60.192593,60.392593,19.459873,341550
25-04-1997,60.296295,60.740742,60,60.65926,19.545799,673650
28-04-1997,60.155556,61.333332,60.155556,60.992592,19.65321,317925
29-04-1997,61.333332,61.333332,60.629627,60.91111,19.626949,764100
30-04-1997,62.222221,62.799999,61.037037,61.385185,19.779713,364500
01-05-1997,61.385185,61.385185,61.385185,61.385185,19.779713,0
02-05-1997,61.333332,62.518517,61.333332,62.348148,20.089996,1642275
05-05-1997,62.222221,64.222221,61.666664,63.792591,20.555429,635175
06-05-1997,64.444443,64.703705,62.962963,63.725925,20.533947,347625
07-05-1997,63.555553,64.59259,63.555553,63.711109,20.529175,1017900
08-05-1997,63.985184,63.985184,63.562962,63.777779,20.550659,123525
09-05-1997,63.555553,64.444443,63.48148,63.740742,20.538723,805950
12-05-1997,63.496296,63.703705,63,63.111111,20.335842,128250
13-05-1997,62.814816,62.962963,61.044445,61.488888,19.813129,324675
14-05-1997,61.851852,62.518517,61.792591,62.407406,20.109095,187650
15-05-1997,62.244446,63.59259,62.244446,63.281483,20.390743,181575
16-05-1997,62.962963,63.548149,62.607407,63.022221,20.307196,204525
19-05-1997,62.962963,63.407406,62.444443,63.051849,20.316742,263250
20-05-1997,63.037037,63.111111,62.370369,62.629627,20.180695,184275
21-05-1997,61.777779,63.259258,61.777779,62.962963,20.288107,364500
22-05-1997,62.962963,62.962963,62.222221,62.333332,20.085224,71550
23-05-1997,62.370369,62.955555,62.185184,62.651852,20.187857,395550
26-05-1997,62.303703,63.111111,61.48148,62.703705,20.204567,1042875
27-05-1997,62.081482,62.644444,62.081482,62.348148,20.089996,313200
28-05-1997,62.370369,62.962963,62.370369,62.881481,20.261847,380700
29-05-1997,62.444443,63.392593,62.377777,63.044445,20.31436,686475
30-05-1997,63.703705,64.296295,62.992592,63.962963,20.610327,1539000
02-06-1997,63.703705,64.444443,63.48148,63.77037,20.548273,387450
03-06-1997,63.555553,64,63.111111,63.59259,20.490988,124200
04-06-1997,63.511112,63.814816,63.407406,63.68148,20.519627,137700
05-06-1997,63.925926,64.148148,63.407406,64.103706,20.655676,429300
06-06-1997,63.903702,64.148148,63.629627,63.785187,20.553049,165375
09-06-1997,63.155556,64.666664,63.155556,64.437035,20.763084,276075
10-06-1997,64.955559,65.325928,64.148148,64.4963,20.782185,205200
11-06-1997,65.140739,67.259262,65.140739,67.029633,21.598482,2180250
12-06-1997,67.029633,68.888885,66.5037,68.748146,22.152222,728325
13-06-1997,69.17778,69.777779,67.40741,67.940742,21.892059,505575
16-06-1997,67.703705,67.785187,65.925926,66.940742,21.569836,220725
17-06-1997,65.792595,66.666664,63.962963,64.540741,20.796505,409050
